timestamp,location,temperature,pressure,humidity,gas
2025-06-09 14:05:28,office,29.63,985.8,23.791,32691.056138641405
2025-06-09 14:05:29,office,29.63,985.81,23.806,32958.81200289779
2025-06-09 14:05:30,office,29.63,985.81,23.801,33280.96092460371
2025-06-09 14:05:31,office,29.63,985.82,23.806,33533.08563440694
2025-06-09 14:05:32,office,29.62,985.81,23.814,33944.52841255629
2025-06-09 14:05:33,office,29.62,985.82,23.804,34180.43286268157
2025-06-09 14:05:34,office,29.63,985.82,23.817,34446.42456442806
2025-06-09 14:05:18,office,29.62,985.79,23.792,29294.353678399293
2025-06-09 14:05:35,office,29.63,985.82,23.812,34771.13085247392
2025-06-09 14:05:36,office,29.63,985.82,23.801,35046.4327661131
2025-06-09 14:05:37,office,29.63,985.82,23.817,35326.12896419514
2025-06-09 14:05:38,office,29.63,985.81,23.817,35524.58755874236
2025-06-09 14:05:39,office,29.64,985.8,23.812,35783.0489944063
2025-06-09 14:05:40,office,29.64,985.83,23.817,36104.09960512095
2025-06-09 14:05:41,office,29.65,985.83,23.807,36341.233270209385
2025-06-09 14:05:42,office,29.65,985.82,23.814,36581.502587146664
2025-06-09 14:05:43,office,29.66,985.83,23.802,36947.92332356406
2025-06-09 14:05:44,office,29.67,985.81,23.804,37196.30936908393
2025-06-09 14:05:45,office,29.67,985.81,23.799,37416.40292132426
2025-06-09 14:05:19,office,29.62,985.82,23.792,29588.075479294792
2025-06-09 14:05:46,office,29.68,985.86,23.79,37511.52810070304
2025-06-09 14:05:47,office,29.68,985.85,23.773,37929.388750284226
2025-06-09 14:05:48,office,29.69,985.84,23.786,38027.143620760246
2025-06-09 14:05:49,office,29.7,985.82,23.77,38290.30379117296
2025-06-09 14:05:50,office,29.7,985.84,23.77,38523.57501280663
2025-06-09 14:05:51,office,29.71,985.83,23.765,38759.70595176967
2025-06-09 14:05:52,office,29.72,985.81,23.744,38998.74951913303
2025-06-09 14:05:53,office,29.72,985.83,23.75,39136.67436642363
2025-06-09 14:05:54,office,29.72,985.83,23.733,39450.600907313186
2025-06-09 14:05:55,office,29.73,985.82,23.728,39805.3680115396
2025-06-09 14:05:56,office,29.73,985.82,23.728,39877.088496415105
2025-06-09 14:05:20,office,29.62,985.82,23.804,29948.4113180119
2025-06-09 14:05:57,office,29.74,985.81,23.726,40057.525553418345
2025-06-09 14:05:58,office,29.74,985.84,23.721,40423.34314857638
2025-06-09 14:05:59,office,29.75,985.83,23.699,40683.41659524628
2025-06-09 14:06:00,office,29.75,985.83,23.721,40795.903925401646
2025-06-09 14:06:01,office,29.76,985.84,23.712,40984.77154150423
2025-06-09 14:06:02,office,29.77,985.83,23.692,41290.62432290901
2025-06-09 14:06:03,office,29.78,985.84,23.694,41329.17719452381
2025-06-09 14:06:04,office,29.79,985.82,23.683,41718.70290972891
2025-06-09 14:06:05,office,29.8,985.81,23.686,41758.05970605986
2025-06-09 14:06:06,office,29.8,985.82,23.67,42075.60769782723
2025-06-09 14:06:07,office,29.81,985.82,23.649,42155.75076243812
2025-06-09 14:05:21,office,29.62,985.79,23.809,30296.881203734458
2025-06-09 14:06:08,office,29.81,985.81,23.643,42398.022325626014
2025-06-09 14:06:09,office,29.82,985.84,23.633,42725.41633006258
2025-06-09 14:06:10,office,29.82,985.83,23.612,42725.41633006258
2025-06-09 14:06:11,office,29.83,985.82,23.623,42808.05640277254
2025-06-09 14:06:12,office,29.83,985.81,23.613,43141.83852890159
2025-06-09 14:06:13,office,29.83,985.8,23.597,43395.611116076034
2025-06-09 14:06:14,office,29.84,985.83,23.586,43738.655483069604
2025-06-09 14:06:15,office,29.84,985.83,23.592,43825.26569456393
2025-06-09 14:06:16,office,29.84,985.83,23.586,43825.26569456393
2025-06-09 14:06:17,office,29.84,985.82,23.576,44087.16669273123
2025-06-09 14:06:18,office,29.84,985.82,23.581,44352.21680119323
2025-06-09 14:05:22,office,29.62,985.82,23.792,30696.07070099746
2025-06-09 14:06:19,office,29.85,985.82,23.573,44485.9405745445
2025-06-09 14:06:20,office,29.85,985.81,23.578,44665.49836241316
2025-06-09 14:06:21,office,29.86,985.8,23.584,44755.82192103933
2025-06-09 14:06:22,office,29.86,985.82,23.573,44937.56942685725
2025-06-09 14:06:23,office,29.86,985.82,23.573,45028.99785172387
2025-06-09 14:06:24,office,29.87,985.82,23.574,45305.52906518283
2025-06-09 14:06:25,office,29.87,985.8,23.569,45445.07228022808
2025-06-09 14:06:26,office,29.88,985.82,23.569,45726.75352225039
2025-06-09 14:06:27,office,29.9,985.83,23.562,47890.49635794613
2025-06-09 14:06:28,office,29.92,985.8,23.563,47812.82346877464
2025-06-09 14:06:29,office,29.93,985.81,23.544,47916.443432492095
2025-06-09 14:05:23,office,29.62,985.81,23.798,31018.729124516532
2025-06-09 14:06:30,office,29.95,985.81,23.558,47994.45363006782
2025-06-09 14:06:31,office,29.96,985.82,23.537,48256.33215671663
2025-06-09 14:06:32,office,29.97,985.81,23.521,48335.453914100246
2025-06-09 14:06:33,office,29.97,985.8,23.506,48627.800283552984
2025-06-09 14:06:34,office,29.98,985.8,23.507,48977.89271756695
2025-06-09 14:06:35,office,29.98,985.83,23.502,48896.65547341779
2025-06-09 14:06:36,office,29.98,985.82,23.491,49086.629880474175
2025-06-09 14:06:37,office,29.99,985.81,23.486,49278.086246269515
2025-06-09 14:06:38,office,29.99,985.81,23.496,49415.75774745391
2025-06-09 14:06:39,office,29.99,985.81,23.491,49721.35956310388
2025-06-09 14:06:40,office,29.99,985.81,23.47,49693.42147324068
2025-06-09 14:05:17,office,29.62,985.79,23.804,28892.806067759186
2025-06-09 14:06:41,office,30.0,985.8,23.483,49889.650037758765
2025-06-09 14:06:42,office,30.0,985.84,23.483,50286.7934086036
2025-06-09 14:06:43,office,30.01,985.83,23.478,50315.40287882465
2025-06-09 14:06:44,office,30.01,985.83,23.478,50344.04492125048
2025-06-09 14:06:45,office,30.02,985.82,23.462,50719.3810418261
2025-06-09 14:06:46,office,30.02,985.83,23.462,50690.31044936516
2025-06-09 14:06:47,office,30.03,985.83,23.463,50982.52463678526
2025-06-09 14:06:48,office,30.04,985.83,23.458,51159.47592280508
2025-06-09 14:06:49,office,30.04,985.84,23.463,51278.12744341195
2025-06-09 14:06:50,office,30.05,985.82,23.451,51427.21805230955
2025-06-09 14:06:51,office,30.06,985.84,23.434,51547.11621110804
2025-06-09 14:05:24,office,29.63,985.81,23.796,31414.987560523732
2025-06-09 14:06:52,office,30.07,985.83,23.436,51758.28876244851
2025-06-09 14:06:53,office,30.08,985.82,23.425,51849.32187941892
2025-06-09 14:06:54,office,30.08,985.84,23.425,52155.09196636559
2025-06-09 14:06:55,office,30.09,985.82,23.424,52062.98293077694
2025-06-09 14:06:56,office,30.1,985.84,23.404,52185.867447395496
2025-06-09 14:06:57,office,30.11,985.82,23.387,52495.63172117018
2025-06-09 14:06:58,office,30.12,985.81,23.395,52433.38502120442
2025-06-09 14:06:59,office,30.13,985.83,23.378,52746.10351996534
2025-06-09 14:07:00,office,30.13,985.82,23.357,52998.97694687273
2025-06-09 14:07:01,office,30.14,985.82,23.358,52998.97694687273
2025-06-09 14:07:02,office,30.14,985.84,23.358,53158.25780971954
2025-06-09 14:07:03,office,30.15,985.82,23.344,53512.06818952585
2025-06-09 14:07:04,office,30.15,985.82,23.339,53576.90397650693
2025-06-09 14:07:05,office,30.16,985.82,23.334,53641.89706699692
2025-06-09 14:07:06,office,30.16,985.84,23.313,53772.35745395579
2025-06-09 14:07:07,office,30.17,985.83,23.319,54101.30169805788
2025-06-09 14:07:08,office,30.17,985.82,23.324,54101.30169805788
2025-06-09 14:07:09,office,30.18,985.84,23.315,54367.36903492389
2025-06-09 14:07:10,office,30.19,985.83,23.31,54434.29528412991
2025-06-09 14:07:11,office,30.19,985.83,23.283,54669.840366416945
2025-06-09 14:07:12,office,30.19,985.83,23.278,54975.69613980749
2025-06-09 14:07:13,office,30.2,985.82,23.275,54771.413447054096
2025-06-09 14:07:14,office,30.2,985.84,23.265,55044.12942632431
2025-06-09 14:07:15,office,30.2,985.84,23.26,55009.89149982333
2025-06-09 14:07:16,office,30.2,985.84,23.254,55147.09940102821
2025-06-09 14:07:17,office,30.2,985.83,23.244,55319.57481716426
2025-06-09 14:07:18,office,30.2,985.83,23.244,55527.97477850574
2025-06-09 14:07:19,office,30.2,985.81,23.244,55632.76468911859
2025-06-09 14:07:20,office,30.2,985.8,23.239,55773.101364730515
2025-06-09 14:07:21,office,30.19,985.8,23.235,55843.5355454017
2025-06-09 14:07:22,office,30.19,985.81,23.24,55702.84463589093
2025-06-09 14:07:23,office,30.19,985.8,23.246,56305.72992329881
2025-06-09 14:07:24,office,30.19,985.8,23.24,56485.5407089852
2025-06-09 14:07:25,office,30.19,985.8,23.24,56377.51668692962
2025-06-09 14:07:26,office,30.19,985.79,23.235,56557.787001031604
2025-06-09 14:07:27,office,30.2,985.79,23.239,56449.48673435538
2025-06-09 14:07:28,office,30.2,985.8,23.239,56630.2183406995
2025-06-09 14:07:29,office,30.2,985.8,23.232,56848.62978241238
2025-06-09 14:07:30,office,30.2,985.82,23.232,57253.45759825229
2025-06-09 14:07:31,office,30.21,985.81,23.232,57327.68291765757
2025-06-09 14:07:32,office,30.21,985.81,23.217,57327.68291765757
2025-06-09 14:07:33,office,30.22,985.8,23.222,57402.10094500937
2025-06-09 14:07:34,office,30.23,985.81,23.213,57701.71522180199
2025-06-09 14:07:35,office,30.24,985.8,23.213,57626.51880887268
2025-06-09 14:07:36,office,30.25,985.81,23.211,57814.87852817603
2025-06-09 14:07:37,office,30.26,985.78,23.202,57890.56764998866
2025-06-09 14:07:38,office,30.27,985.8,23.193,58042.54199611977
2025-06-09 14:07:39,office,30.29,985.8,23.205,58080.66034158652
2025-06-09 14:07:40,office,30.3,985.81,23.173,58157.04743238974
2025-06-09 14:07:41,office,30.31,985.8,23.158,58464.61570969348
2025-06-09 14:07:42,office,30.32,985.84,23.149,58425.9918816766
2025-06-09 14:07:43,office,30.33,985.83,23.134,58736.41902245489
2025-06-09 14:07:44,office,30.33,985.83,23.134,58697.43535020333
2025-06-09 14:06:00,office,29.75,985.83,23.721,40795.903925401646
2025-06-09 14:07:45,office,30.33,985.82,23.112,58932.11670386972
2025-06-09 14:07:46,office,30.34,985.81,23.097,59010.761400525276
2025-06-09 14:07:47,office,30.34,985.8,23.097,59050.16251537565
2025-06-09 14:07:48,office,30.34,985.8,23.097,59208.29454581034
2025-06-09 14:07:49,office,30.34,985.8,23.097,59567.20700744588
2025-06-09 14:07:50,office,30.34,985.81,23.076,59567.20700744588
2025-06-09 14:07:51,office,30.34,985.81,23.082,59647.55705911137
2025-06-09 14:07:52,office,30.34,985.8,23.071,59889.9131173838
2025-06-09 14:07:53,office,30.34,985.81,23.071,59607.354955319744
2025-06-09 14:07:54,office,30.33,985.81,23.075,60052.580943157875
2025-06-09 14:07:55,office,30.33,985.81,23.059,60011.83120017322
2025-06-09 14:07:56,office,30.33,985.82,23.064,60298.24631492148
2025-06-09 14:07:57,office,30.33,985.82,23.07,60298.24631492148
2025-06-09 14:07:58,office,30.32,985.82,23.064,60298.24631492148
2025-06-09 14:07:59,office,30.32,985.83,23.07,60587.408478082136
2025-06-09 14:08:00,office,30.32,985.79,23.075,60587.408478082136
2025-06-09 14:08:01,office,30.32,985.79,23.07,60587.408478082136
2025-06-09 14:08:02,office,30.32,985.78,23.081,60753.89261960478
2025-06-09 14:08:03,office,30.31,985.78,23.077,60963.28887834668
2025-06-09 14:08:04,office,30.31,985.79,23.072,61216.477636496915
2025-06-09 14:08:05,office,30.31,985.79,23.072,61174.13356454003
2025-06-09 14:08:06,office,30.31,985.79,23.072,61216.477636496915
2025-06-09 14:08:07,office,30.31,985.79,23.083,61471.77823683115
2025-06-09 14:08:08,office,30.31,985.79,23.083,61471.77823683115
2025-06-09 14:08:09,office,30.31,985.79,23.083,61258.880369752944
2025-06-09 14:08:10,office,30.31,985.79,23.072,61600.22875202346
2025-06-09 14:08:11,office,30.31,985.78,23.072,61600.22875202346
2025-06-09 14:08:12,office,30.32,985.77,23.086,61686.161078716614
2025-06-09 14:08:13,office,30.33,985.83,23.081,61772.33349349406
2025-06-09 14:08:14,office,30.33,985.82,23.075,61902.044486459956
2025-06-09 14:08:15,office,30.33,985.81,23.064,62119.444270136475
2025-06-09 14:08:16,office,30.33,985.82,23.075,62206.832352672856
2025-06-09 14:08:17,office,30.33,985.81,23.059,62514.63647001609
2025-06-09 14:08:18,office,30.33,985.81,23.053,62426.38204870258
2025-06-09 14:08:19,office,30.34,985.81,23.05,62514.63647001609
2025-06-09 14:08:20,office,30.35,985.82,23.044,62825.50183541658
2025-06-09 14:08:21,office,30.36,985.8,23.046,62647.48698173481
2025-06-09 14:08:22,office,30.37,985.81,23.037,62914.88918127448
2025-06-09 14:08:23,office,30.38,985.82,23.028,62825.50183541658
2025-06-09 14:08:24,office,30.39,985.82,23.022,62959.67830727422
2025-06-09 14:08:25,office,30.4,985.8,23.013,62959.67830727422
2025-06-09 14:08:26,office,30.4,985.84,22.998,63320.300231479814
2025-06-09 14:08:27,office,30.4,985.84,22.981,63411.10213666811
2025-06-09 14:08:28,office,30.4,985.84,22.981,63456.60081819465
2025-06-09 14:08:29,office,30.41,985.83,22.973,63411.10213666811
2025-06-09 14:08:30,office,30.41,985.83,22.957,63639.25035233959
2025-06-09 14:08:31,office,30.42,985.84,22.947,63822.9543841181
2025-06-09 14:08:32,office,30.43,985.83,22.966,63822.9543841181
2025-06-09 14:08:33,office,30.43,985.82,22.933,63869.046228242165
2025-06-09 14:08:34,office,30.43,985.81,22.933,64054.081273486685
2025-06-09 14:08:35,office,30.43,985.81,22.928,64240.19157250829
2025-06-09 14:08:36,office,30.43,985.81,22.933,64147.001431338795
2025-06-09 14:08:37,office,30.43,985.83,22.917,64568.500260239845
2025-06-09 14:08:38,office,30.42,985.83,22.914,64568.500260239845
2025-06-09 14:08:39,office,30.42,985.83,22.919,64710.23351295358
2025-06-09 14:08:40,office,30.42,985.82,22.925,64474.355852498964
2025-06-09 14:08:41,office,30.43,985.82,22.928,64615.67564134117
2025-06-09 14:08:42,office,30.43,985.81,22.928,64852.5903720272
2025-06-09 14:08:43,office,30.44,985.82,22.917,64710.23351295358
2025-06-09 14:08:44,office,30.45,985.82,22.914,65283.44401754047
2025-06-09 14:08:45,office,30.45,985.81,22.903,65187.20475055049
2025-06-09 14:08:46,office,30.46,985.8,22.898,65283.44401754047
2025-06-09 14:08:47,office,30.46,985.8,22.898,64995.57496220515
2025-06-09 14:08:48,office,30.45,985.81,22.898,65283.44401754047
2025-06-09 14:08:49,office,30.45,985.82,22.893,65379.967872954934
2025-06-09 14:08:50,office,30.45,985.82,22.903,65428.33691609179
2025-06-09 14:08:51,office,30.45,985.82,22.903,65720.06082046221
2025-06-09 14:08:52,office,30.45,985.83,22.903,65573.8744133589
2025-06-09 14:08:53,office,30.45,985.83,22.903,65965.15868564814
2025-06-09 14:08:54,office,30.44,985.83,22.891,65622.53090063314
2025-06-09 14:08:55,office,30.44,985.83,22.896,65915.9929687516
2025-06-09 14:08:56,office,30.44,985.81,22.912,66162.55719253713
2025-06-09 14:08:57,office,30.43,985.81,22.907,66162.55719253713
2025-06-09 14:08:58,office,30.43,985.82,22.907,66361.1406711101
2025-06-09 14:08:59,office,30.43,985.82,22.907,66261.70014448908
2025-06-09 14:09:00,office,30.43,985.83,22.896,66361.1406711101
2025-06-09 14:09:01,office,30.42,985.83,22.909,66711.54535946944
2025-06-09 14:09:02,office,30.42,985.84,22.904,66560.91982346255
2025-06-09 14:09:03,office,30.42,985.82,22.904,66510.86235084501
2025-06-09 14:09:04,office,30.42,985.82,22.904,66862.85416975358
2025-06-09 14:09:05,office,30.42,985.84,22.909,66812.34169352087
2025-06-09 14:09:06,office,30.42,985.82,22.925,67065.67018134432
2025-06-09 14:09:07,office,30.42,985.83,22.919,67218.59149326217
2025-06-09 14:09:08,office,30.41,985.83,22.909,67065.67018134432
2025-06-09 14:09:09,office,30.41,985.84,22.914,67218.59149326217
2025-06-09 14:09:10,office,30.41,985.83,22.925,67065.67018134432
2025-06-09 14:09:11,office,30.41,985.82,22.919,67578.13442437306
2025-06-09 14:09:12,office,30.42,985.81,22.914,67372.21177817923
2025-06-09 14:09:13,office,30.42,985.84,22.914,67372.21177817923
2025-06-09 14:09:14,office,30.42,985.83,22.925,67526.53583937345
2025-06-09 14:09:15,office,30.42,985.83,22.925,67578.13442437306
2025-06-09 14:09:16,office,30.42,985.83,22.925,67681.56852423401
2025-06-09 14:09:17,office,30.42,985.83,22.93,67941.544358944
2025-06-09 14:09:18,office,30.42,985.83,22.925,67993.77937811975
2025-06-09 14:09:19,office,30.42,985.83,22.919,67993.77937811975
2025-06-09 14:09:20,office,30.42,985.8,22.93,68046.0947786501
2025-06-09 14:09:21,office,30.41,985.81,22.919,68203.52512807249
2025-06-09 14:09:22,office,30.41,985.82,22.919,68256.16391659559
2025-06-09 14:09:23,office,30.41,985.82,22.919,68414.56893014107
2025-06-09 14:09:24,office,30.4,985.83,22.928,68467.53411448865
2025-06-09 14:09:25,office,30.4,985.83,22.917,68894.22633999742
2025-06-09 14:09:26,office,30.4,985.82,22.945,68467.53411448865
2025-06-09 14:09:27,office,30.4,985.82,22.939,68680.21749701822
2025-06-09 14:09:28,office,30.41,985.82,22.936,68787.05546274573
2025-06-09 14:09:29,office,30.41,985.82,22.947,68947.93710708927
2025-06-09 14:09:30,office,30.41,985.81,22.936,68787.05546274573
2025-06-09 14:09:31,office,30.42,985.8,22.947,69001.73168725053
2025-06-09 14:09:32,office,30.42,985.82,22.925,69163.62027254746
2025-06-09 14:09:33,office,30.43,985.81,22.938,68947.93710708927
2025-06-09 14:09:34,office,30.44,985.81,22.933,69489.6870953336
2025-06-09 14:09:35,office,30.45,985.82,22.929,69380.65708388819
2025-06-09 14:09:36,office,30.46,985.83,22.919,69271.96867726803
2025-06-09 14:09:37,office,30.48,985.81,22.911,69271.96867726803
2025-06-09 14:09:38,office,30.49,985.81,22.907,69217.7520744611
2025-06-09 14:09:39,office,30.5,985.8,22.896,69326.27028039341
2025-06-09 14:09:40,office,30.51,985.81,22.902,69929.25560276803
2025-06-09 14:09:41,office,30.52,985.8,22.876,69653.87615280364
2025-06-09 14:09:42,office,30.52,985.81,22.876,69984.59299515223
2025-06-09 14:09:43,office,30.53,985.8,22.866,69929.25560276803
2025-06-09 14:09:44,office,30.53,985.79,22.861,69929.25560276803
2025-06-09 14:09:45,office,30.54,985.78,22.853,70318.46533184858
2025-06-09 14:09:46,office,30.54,985.8,22.847,70318.46533184858
2025-06-09 14:09:47,office,30.55,985.79,22.853,70095.53094043379
2025-06-09 14:09:48,office,30.55,985.78,22.832,70318.46533184858
2025-06-09 14:09:49,office,30.56,985.77,22.833,70206.82115913693
2025-06-09 14:09:50,office,30.56,985.76,22.822,70374.42067906639
2025-06-09 14:09:51,office,30.56,985.78,22.812,70430.46514986272
2025-06-09 14:09:52,office,30.57,985.77,22.814,70655.53854102336
2025-06-09 14:09:53,office,30.57,985.76,22.809,70599.13543811269
2025-06-09 14:09:54,office,30.57,985.76,22.803,70655.53854102336
2025-06-09 14:09:55,office,30.57,985.75,22.793,70995.85887508886
2025-06-09 14:09:56,office,30.58,985.75,22.784,71052.89792070127
2025-06-09 14:09:57,office,30.58,985.74,22.789,70712.03183983263
2025-06-09 14:09:58,office,30.58,985.74,22.789,70825.28989194302
2025-06-09 14:09:59,office,30.58,985.73,22.789,70938.9113349886
2025-06-09 14:10:00,office,30.58,985.73,22.784,71397.06622086352
2025-06-09 14:10:01,office,30.58,985.73,22.784,71281.97358353183
2025-06-09 14:10:02,office,30.58,985.76,22.773,71224.56630145916
2025-06-09 14:10:03,office,30.58,985.75,22.773,71397.06622086352
2025-06-09 14:10:04,office,30.59,985.74,22.769,71512.53112147436
2025-06-09 14:10:05,office,30.59,985.74,22.775,71339.47348189646
2025-06-09 14:10:06,office,30.59,985.74,22.78,71281.97358353183
2025-06-09 14:10:07,office,30.59,985.74,22.769,71570.4037353755
2025-06-11 12:16:58,office,29.44,994.64,26.072,3037.4601284555088
2025-06-11 12:16:59,office,29.48,994.61,26.024,3256.8358487210617
2025-06-11 12:17:00,office,29.52,994.61,25.959,3483.69712847065
2025-06-11 12:17:01,office,29.55,994.62,25.917,3701.7009547801545
2025-06-11 12:17:02,office,29.58,994.59,25.852,3929.072624610057
2025-06-11 12:17:03,office,29.6,994.6,25.805,4154.592591544207
2025-06-11 12:17:04,office,29.63,994.59,25.744,4376.025219852576
2025-06-11 12:17:05,office,29.66,994.6,25.681,4583.875660562481
2025-06-11 12:17:06,office,29.7,994.61,25.632,4799.8603788528635
2025-06-11 12:17:07,office,29.73,994.61,25.595,5018.824287528679
2025-06-11 12:17:08,office,29.75,994.6,25.561,5228.731145159784
2025-06-11 12:16:53,office,29.23,994.6,26.446,2147.875198823686
2025-06-11 12:17:09,office,29.77,994.6,25.505,5446.158885586903
2025-06-11 12:17:10,office,29.8,994.62,25.488,5641.659117278592
2025-06-11 12:17:11,office,29.82,994.62,25.461,6051.816166293677
2025-06-11 12:17:12,office,29.84,994.61,25.414,6286.260410050456
2025-06-11 12:17:13,office,29.86,994.61,25.379,6531.860433292993
2025-06-11 12:17:14,office,29.88,994.59,25.343,6764.097973892622
2025-06-11 12:17:15,office,29.89,994.6,25.313,7009.004870033001
2025-06-11 12:17:16,office,29.89,994.59,25.28,7238.917050059385
2025-06-11 12:17:17,office,29.89,994.59,25.269,7484.425272787202
2025-06-11 12:17:18,office,29.89,994.59,25.231,7736.308580806885
2025-06-11 12:17:19,office,29.9,994.61,25.222,7965.2827541763745
2025-06-11 12:16:54,office,29.27,994.61,26.38,2126.4014463313515
2025-06-11 12:17:20,office,29.91,994.59,25.211,8214.336023629749
2025-06-11 12:17:21,office,29.93,994.59,25.187,8427.65471291303
2025-06-11 12:17:22,office,29.95,994.59,25.148,8645.569339687096
2025-06-11 12:17:23,office,29.97,994.6,25.112,8939.76942338277
2025-06-11 12:17:24,office,29.98,994.61,25.082,9132.143847756493
2025-06-11 12:17:25,office,29.99,994.58,25.097,9348.795712690975
2025-06-11 12:17:26,office,30.02,994.63,25.1,9575.977711734391
2025-06-11 12:17:27,office,30.04,994.64,25.107,9797.047731609851
2025-06-11 12:17:28,office,30.06,994.61,25.11,10046.82995180692
2025-06-11 12:17:29,office,30.07,994.62,25.069,10252.20574043659
2025-06-11 12:17:30,office,30.08,994.63,25.025,10496.02229501644
2025-06-11 12:16:55,office,29.31,994.6,26.287,2256.5586809819106
2025-06-11 12:17:31,office,30.08,994.62,24.983,10730.805469781106
2025-06-11 12:17:32,office,30.09,994.61,24.965,10954.537728177358
2025-06-11 12:17:33,office,30.09,994.61,24.943,11165.156063519256
2025-06-11 12:17:34,office,30.1,994.6,24.938,11849.039595249902
2025-06-11 12:17:35,office,30.1,994.6,24.912,12082.125623961496
2025-06-11 12:17:36,office,30.1,994.6,24.885,12365.922203864833
2025-06-11 12:17:37,office,30.09,994.61,24.862,12612.80742044761
2025-06-11 12:17:38,office,30.1,994.6,24.885,12817.528935821603
2025-06-11 12:17:39,office,30.1,994.62,24.912,13021.333286520541
2025-06-11 12:17:40,office,30.12,994.62,24.913,13231.723774346192
2025-06-11 12:17:41,office,30.13,994.6,24.913,13531.329214244626
2025-06-11 12:16:56,office,29.36,994.62,26.218,2435.453206750897
2025-06-11 12:17:42,office,30.15,994.6,24.922,13698.997485249412
2025-06-11 12:17:43,office,30.17,994.61,24.94,13967.256127213615
2025-06-11 12:17:44,office,30.19,994.61,24.973,14136.928999077467
2025-06-11 12:17:45,office,30.2,994.62,25.01,14413.391110165654
2025-06-11 12:17:46,office,30.22,994.6,24.998,14642.470178798048
2025-06-11 12:17:47,office,30.23,994.62,24.957,14888.967998321596
2025-06-11 12:17:48,office,30.24,994.6,24.913,15269.40537922486
2025-06-11 12:17:49,office,30.25,994.61,24.841,15407.729960514931
2025-06-11 12:17:50,office,30.26,994.62,24.833,15603.446365075313
2025-06-11 12:17:51,office,30.28,994.61,24.845,15792.91071792408
2025-06-11 12:17:52,office,30.3,994.59,24.986,15872.269567491421
2025-06-11 12:16:57,office,29.4,994.64,26.142,2635.0775936647483
2025-06-11 12:17:53,office,30.31,994.6,25.196,16056.691004461616
2025-06-11 12:17:54,office,30.31,994.6,25.385,16174.146683780622
2025-06-11 12:17:55,office,30.31,994.6,25.553,16341.501494335087
2025-06-11 12:17:56,office,30.31,994.6,25.655,16586.67781644228
2025-06-11 12:17:57,office,30.31,994.6,25.698,16788.180361022725
2025-06-11 12:17:58,office,30.31,994.59,25.742,17073.376481984884
2025-06-11 12:17:59,office,30.32,994.58,25.762,17341.1863155634
2025-06-11 12:18:00,office,30.32,994.58,25.751,17492.094190623953
2025-06-11 12:18:01,office,30.31,994.58,25.737,17730.55217660452
2025-06-11 12:18:02,office,30.3,994.57,25.726,17902.827991484435
2025-06-11 12:18:03,office,30.28,994.58,25.659,18197.516525495026
2025-06-11 12:16:52,office,29.2,994.6,26.499,
2025-06-11 12:18:04,office,30.26,994.61,25.544,18564.20704422079
